ID;an;NO_SEQ_COLL;DT_ACCDN;heure_accdn;JR_SEMN_ACCDN;gravite;NB_DECES_PIETON;NB_BLESSES_PIETON;NB_VICTIMES_PIETON;NB_DECES_VELO;NB_BLESSES_VELO;NB_VICTIMES_VELO;CD_MUNCP;REG_ADM;MRC;NO_CIVIQ_ACCDN;SFX_NO_CIVIQ_ACCDN;RUE_ACCDN;VILLE;RUE_VILLE;TP_REPRR_ACCDN;ACCDN_PRES_DE;NO_ROUTE;CD_PNT_CDRNL_ROUTE;BORNE_KM_ACCDN;NB_METRE_DIST_ACCD;CD_PNT_CDRNL_REPRR;VITESSE_AUTOR;CD_GENRE_ACCDN;CD_SIT_PRTCE_ACCDN;CD_ETAT_SURFC;CD_ECLRM;CD_ENVRN_ACCDN;CD_CATEG_ROUTE;CD_ETAT_CHASS;CD_ASPCT_ROUTE;CD_LOCLN_ACCDN;CD_POSI_ACCDN;CD_CONFG_ROUTE;CD_COND_METEO;nb_bicyclette;nb_autres_types;nb_veh_non_precise;address;lat;lon
44569;2015;2015 _ 44570;42239;17:00:00-17:59:00;DI;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CORRIDOR DES CHEMINOTS;,Quebec,QC,Canada;CORRIDOR DES CHEMINOTS,Quebec,QC,Canada;1.0;AV DES AFFAIRES;;;;400.0;O;;31.0;;11.0;1.0;9.0;29.0;1.0;11.0;33.0;5.0;2.0;11.0;1;0;0;1 CORRIDOR DES CHEMINOTS;46.8627065;-71.4126813
44580;2015;2015 _ 44581;42241;18:00:00-18:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;DES OBLATS;,Quebec,QC,Canada;DES OBLATS,Quebec,QC,Canada;1.0;MAZENOD;;;;;S;50.0;33.0;;12.0;1.0;3.0;13.0;1.0;11.0;32.0;6.0;2.0;14.0;1;0;0;1 DES OBLATS;50.630172;5.58878445657
44612;2015;2015 _ 44613;42243;17:00:00-17:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;Saint-Vallier Ouest;,Quebec,QC,Canada;Saint-Vallier Ouest,Quebec,QC,Canada;1.0;ST LUC;;;;;;;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 Saint-Vallier Ouest;0.0;0.0
44618;2015;2015 _ 44619;42244;10:00:00-10:59:00;VE;Leger;0;0;0;0;1;1;23072;Capitale-Nationale(03);Quebec (23 );3688.0;;DE L'HETRIERE;,Quebec,QC,Canada;DE L'HETRIERE,Quebec,QC,Canada;2.0;SUR PISTE CYCLABLE FACE AU 3688;;;;;;;33.0;;11.0;1.0;3.0;13.0;1.0;13.0;99.0;5.0;2.0;11.0;1;0;0;3688 DE L'HETRIERE;0.0;0.0
44619;2015;2015 _ 44620;42244;11:00:00-11:59:00;VE;Leger;0;0;0;0;2;2;23027;Capitale-Nationale(03);Quebec (23 );;;BD RENE-LEVESQUE OUEST;,Quebec,QC,Canada;BD RENE-LEVESQUE OUEST,Quebec,QC,Canada;1.0;MONTIGNY;;;;;;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;32.0;6.0;3.0;11.0;2;0;0;1 BD RENE-LEVESQUE OUEST;0.0;0.0
44627;2015;2015 _ 44628;42244;21:00:00-21:59:00;VE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CHRISTOPHE-COLOMB Ouest;,Quebec,QC,Canada;CHRISTOPHE-COLOMB Ouest,Quebec,QC,Canada;1.0;MONTMAGNY;;;;;;50.0;33.0;;11.0;3.0;5.0;14.0;1.0;11.0;32.0;6.0;1.0;11.0;1;0;0;1 CHRISTOPHE-COLOMB Ouest;0.0;0.0
44632;2015;2015 _ 44633;42245;14:00:00-14:59:00;SA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );1699.0;;AV D'ESTIMAUVILLE;,Quebec,QC,Canada;AV D'ESTIMAUVILLE,Quebec,QC,Canada;1.0;BD STE ANNE;;;;;O;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;33.0;10.0;3.0;11.0;1;0;0;1699 AV D'ESTIMAUVILLE;0.0;0.0
44670;2015;2015 _ 44671;42248;14:00:00-14:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;BOUGAINVILLE;,Quebec,QC,Canada;BOUGAINVILLE,Quebec,QC,Canada;1.0;BOUGAINVILLE ET Grande ALLEE OUEST;;;;;E;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;;34.220389;70.3800314
44681;2015;2015 _ 44682;42248;17:00:00-17:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );465.0;;CHRISTOPHE-COLOMB Ouest;,Quebec,QC,Canada;CHRISTOPHE-COLOMB Ouest,Quebec,QC,Canada;2.0;FACE;;;;;O;50.0;33.0;;11.0;1.0;2.0;14.0;1.0;11.0;33.0;6.0;1.0;11.0;1;0;0;465 CHRISTOPHE-COLOMB Ouest;45.63074865;-73.4645909695
44725;2015;2015 _ 44726;42251;09:00:00-09:59:00;VE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;DE LA POINTE-AUX-LIEVRES;,Quebec,QC,Canada;DE LA POINTE-AUX-LIEVRES,Quebec,QC,Canada;1.0;CROIX ROUGE;;;;;;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;1 DE LA POINTE-AUX-LIEVRES;0.0;0.0
44771;2015;2015 _ 44772;42255;11:00:00-11:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );10045.0;;FARINIERE;,Quebec,QC,Canada;FARINIERE,Quebec,QC,Canada;;;;;;;;50.0;33.0;;11.0;1.0;2.0;14.0;1.0;12.0;34.0;6.0;2.0;11.0;1;0;0;10045 FARINIERE;47.158302;-0.9621669
44778;2015;2015 _ 44779;42255;16:00:00-16:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );1160.0;;10E AVENUE EST;,Quebec,QC,Canada;10E AVENUE EST,Quebec,QC,Canada;;;;;;;N;50.0;33.0;;11.0;1.0;2.0;14.0;1.0;11.0;99.0;6.0;2.0;11.0;1;0;0;1160 10E AV E;0.0;0.0
44784;2015;2015 _ 44785;42256;09:00:00-09:59:00;ME;Leger;0;0;0;0;1;1;23072;Capitale-Nationale(03);Quebec (23 );;;FOSSAMBAULT;,Quebec,QC,Canada;FOSSAMBAULT,Quebec,QC,Canada;1.0;BRET AUT FELIX LECLERC E;367.0;;;;;90.0;33.0;;11.0;1.0;4.0;12.0;1.0;11.0;32.0;7.0;3.0;12.0;1;0;0;1 FOSSAMBAULT;46.7558399;-71.4735944
44803;2015;2015 _ 44804;42257;12:00:00-12:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;Charest Est;,Quebec,QC,Canada;Charest Est,Quebec,QC,Canada;1.0;MGR GAUVREAU;;;;;;90.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;32.0;1.0;3.0;11.0;1;0;0;1 Charest Est;45.4709613;-73.6549225
44815;2015;2015 _ 44816;42257;17:00:00-17:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CH Sainte-Foy;,Quebec,QC,Canada;CH Sainte-Foy,Quebec,QC,Canada;;AV DU SEMINAIRE;;;;;;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;1 CH Sainte-Foy;46.7842873;-71.2870989
44839;2015;2015 _ 44840;42259;00:00:00-00:59:00;SA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );343.0;;ST-PAUL;,Quebec,QC,Canada;ST-PAUL,Quebec,QC,Canada;;;;;;;;50.0;33.0;;11.0;3.0;3.0;13.0;1.0;11.0;33.0;6.0;3.0;11.0;1;0;0;343 ST-PAUL;14.6218102;121.0163093
44869;2015;2015 _ 44870;42262;10:00:00-10:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );811.0;;Route Jean-Gauvin;,Quebec,QC,Canada;Route Jean-Gauvin,Quebec,QC,Canada;;;;;;;;;33.0;;11.0;1.0;3.0;21.0;1.0;11.0;40.0;5.0;9.0;11.0;1;0;0;811 Route Jean-Gauvin;46.7644307;-71.3689685
44892;2015;2015 _ 44893;42263;15:00:00-15:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );100.0;;QUAI SAINT-ANDRE;,Quebec,QC,Canada;QUAI SAINT-ANDRE,Quebec,QC,Canada;;;;;;;;30.0;33.0;;11.0;1.0;3.0;21.0;1.0;11.0;33.0;10.0;3.0;11.0;1;0;0;100 QUAI SAINT-ANDRE;46.8173213;-71.2054401
44894;2015;2015 _ 44895;42263;21:00:00-21:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CH Saint-Louis;,Quebec,QC,Canada;CH Saint-Louis,Quebec,QC,Canada;1.0;D AUTEUIL;;;;;O;50.0;33.0;;11.0;3.0;3.0;13.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;1 CH Saint-Louis;46.756832;-71.2936464
44896;2015;2015 _ 44897;42264;08:00:00-08:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;BD DE L'ENTENTE;,Quebec,QC,Canada;BD DE L'ENTENTE,Quebec,QC,Canada;1.0;MAROIS;;;;;;50.0;33.0;;11.0;1.0;1.0;13.0;1.0;11.0;32.0;1.0;2.0;12.0;1;0;0;1 BD DE L'ENTENTE;-31.4329936;-64.2230659
44910;2015;2015 _ 44911;42264;21:00:00-21:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CH Sainte-Foy;,Quebec,QC,Canada;CH Sainte-Foy,Quebec,QC,Canada;1.0;ISIDORE GARON;;;;;;50.0;33.0;;11.0;3.0;3.0;13.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 CH Sainte-Foy;46.7842873;-71.2870989
44919;2015;2015 _ 44920;42265;13:00:00-13:59:00;VE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;HOCHELAGA;,Quebec,QC,Canada;HOCHELAGA,Quebec,QC,Canada;1.0;ROBERT BOURASSA;;;;;N;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;32.0;5.0;3.0;11.0;1;0;0;1 HOCHELAGA;45.5421326;-73.5476296
44931;2015;2015 _ 44932;42265;20:00:00-20:59:00;VE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );1100.0;;BD DES CHUTES;,Quebec,QC,Canada;BD DES CHUTES,Quebec,QC,Canada;;;;;;20.0;O;50.0;33.0;;11.0;3.0;3.0;19.0;1.0;11.0;33.0;5.0;2.0;12.0;1;0;0;1100 BD DES CHUTES;46.8695606;-71.1760848
44933;2015;2015 _ 44934;42266;11:00:00-11:59:00;SA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CH Saint-Louis;,Quebec,QC,Canada;CH Saint-Louis,Quebec,QC,Canada;1.0;JEAN DE QUEN;;;;;O;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 CH Saint-Louis;46.756832;-71.2936464
45026;2015;2015 _ 45027;42273;16:00:00-16:59:00;SA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;AV MOREAU;,Quebec,QC,Canada;AV MOREAU,Quebec,QC,Canada;1.0;CH Sainte-Foy;;;;;;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 AV MOREAU;46.7841587;-71.2983118
45034;2015;2015 _ 45035;42274;12:00:00-12:59:00;DI;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;DE LA NOUVELLE-FRANCE;,Quebec,QC,Canada;DE LA NOUVELLE-FRANCE,Quebec,QC,Canada;1.0;BD CHAMPLAIN;;;;;;50.0;33.0;;11.0;1.0;4.0;13.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;1 DE LA NOUVELLE-FRANCE;47.9119863;2.8922222
45102;2015;2015 _ 45103;42278;16:00:00-16:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;RACINE;,Quebec,QC,Canada;RACINE,Quebec,QC,Canada;1.0;HOPITAL;;;;;;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 RACINE;38.1420461;-81.6603972
45112;2015;2015 _ 45113;42279;11:00:00-11:59:00;VE;Leger;0;0;0;0;1;1;23057;Capitale-Nationale(03);Quebec (23 );;;WILFRID-HAMEL;,Quebec,QC,Canada;WILFRID-HAMEL,Quebec,QC,Canada;1.0;JULES VERNE;;;;;;50.0;33.0;;11.0;1.0;3.0;12.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;1 WILFRID-HAMEL;46.8043123;-71.3277455
45148;2015;2015 _ 45149;42282;15:00:00-15:59:00;LU;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;D'ASSISE;,Quebec,QC,Canada;D'ASSISE,Quebec,QC,Canada;1.0;GASPE;;;;;;50.0;33.0;;11.0;1.0;2.0;14.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 D'ASSISE;43.0711952;12.6146669
45157;2015;2015 _ 45158;42283;08:00:00-08:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CH Sainte-Foy;,Quebec,QC,Canada;CH Sainte-Foy,Quebec,QC,Canada;1.0;Saint-Jean BOSCO;;;;;;50.0;33.0;;11.0;1.0;1.0;13.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;1 CH Sainte-Foy;46.7842873;-71.2870989
45182;2015;2015 _ 45183;42284;16:00:00-16:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;DU COLISEE;,Quebec,QC,Canada;DU COLISEE,Quebec,QC,Canada;;DES ORMES;;;;;;50.0;33.0;;11.0;1.0;2.0;14.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 DU COLISEE;47.5086818;6.8015621
45184;2015;2015 _ 45185;42284;18:00:00-18:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;BD CHAUDIERE;,Quebec,QC,Canada;BD CHAUDIERE,Quebec,QC,Canada;1.0;AV LE GENDRE;;;;;;50.0;33.0;;11.0;3.0;2.0;14.0;1.0;11.0;32.0;6.0;2.0;12.0;1;0;0;1 BD CHAUDIERE;44.6320884;5.2158667
45207;2015;2015 _ 45208;42286;11:00:00-11:59:00;VE;Grave;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;LANGELIER;,Quebec,QC,Canada;LANGELIER,Quebec,QC,Canada;1.0;ST JOSEPH;;;;;E;50.0;33.0;;12.0;1.0;2.0;13.0;1.0;11.0;32.0;6.0;2.0;14.0;1;0;0;1 LANGELIER;45.5849114;-73.5495282
45247;2015;2015 _ 45248;42290;15:00:00-15:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;MONTREUIL;,Quebec,QC,Canada;MONTREUIL,Quebec,QC,Canada;1.0;WOLFE;;;;;;50.0;33.0;;11.0;1.0;2.0;14.0;1.0;11.0;32.0;;2.0;12.0;1;0;0;1 MONTREUIL;50.463745;1.7642283
45254;2015;2015 _ 45255;42290;18:00:00-18:59:00;MA;Grave;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;BD HOCHELAGA;,Quebec,QC,Canada;BD HOCHELAGA,Quebec,QC,Canada;1.0;AV JEAN DE QUEN;;;;;;50.0;33.0;;12.0;3.0;3.0;13.0;1.0;11.0;32.0;6.0;3.0;14.0;1;0;0;1 BD HOCHELAGA;46.7712886;-71.2881457
45256;2015;2015 _ 45257;42291;03:00:00-03:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;4E AVENUE OUEST;,Quebec,QC,Canada;4E AVENUE OUEST,Quebec,QC,Canada;1.0;ATRIUM;;;;;;;33.0;;12.0;3.0;3.0;13.0;;11.0;32.0;;3.0;14.0;1;0;0;1 4E AVENUE OUEST;0.0;0.0
45293;2015;2015 _ 45294;42293;15:00:00-15:59:00;VE;Grave;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;BD HENRI BOURASSA;,Quebec,QC,Canada;BD HENRI BOURASSA,Quebec,QC,Canada;1.0;DU ZOO;;;;;;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;13.0;32.0;6.0;3.0;11.0;1;0;0;1 BD HENRI BOURASSA;45.6207876;-73.588462
45309;2015;2015 _ 45310;42294;14:00:00-14:59:00;SA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;HOCHELAGA;,Quebec,QC,Canada;HOCHELAGA,Quebec,QC,Canada;1.0;ROBERT BOURASSA;;;;50.0;O;50.0;33.0;;11.0;1.0;3.0;14.0;1.0;11.0;33.0;9.0;3.0;11.0;1;0;0;1 HOCHELAGA;45.5421326;-73.5476296
45400;2015;2015 _ 45401;42301;12:00:00-12:59:00;SA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );371.0;;Saint-Jean;,Quebec,QC,Canada;Saint-Jean,Quebec,QC,Canada;;;;;;;;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;34.0;7.0;1.0;11.0;1;0;0;371 Saint-Jean;0.0;0.0
45421;2015;2015 _ 45422;42303;07:00:00-07:59:00;LU;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );6655.0;;BD PIERRE BERTRAND;,Quebec,QC,Canada;BD PIERRE BERTRAND,Quebec,QC,Canada;;;;;;;S;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;34.0;6.0;2.0;11.0;1;0;0;6655 PIERRE BERTRAND;0.0;0.0
45448;2015;2015 _ 45449;42305;07:00:00-07:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;DU VERSANT NORD;,Quebec,QC,Canada;DU VERSANT NORD,Quebec,QC,Canada;1.0;HENRI IV;;;;;E;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;34.0;6.0;3.0;11.0;1;0;0;1 VERSANT N;0.0;0.0
45481;2015;2015 _ 45482;42306;14:00:00-14:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;BD WILFRID-HAMEL;,Quebec,QC,Canada;BD WILFRID-HAMEL,Quebec,QC,Canada;1.0;SOUMANDE;;;;;;50.0;41.0;;12.0;1.0;3.0;13.0;1.0;11.0;32.0;6.0;5.0;14.0;1;0;0;1 BD WILFRID-HAMEL;0.0;0.0
45502;2015;2015 _ 45503;42307;15:00:00-15:59:00;VE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;Grande ALLEE OUEST;,Quebec,QC,Canada;Grande ALLEE OUEST,Quebec,QC,Canada;1.0;AV DU RAVIN;;;;;E;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;13.0;32.0;6.0;3.0;11.0;1;0;0;1 Grande ALLEE OUEST;0.0;0.0
45588;2015;2015 _ 45589;42313;15:00:00-15:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;JACQUES-BEDARD;,Quebec,QC,Canada;JACQUES-BEDARD,Quebec,QC,Canada;1.0;BEAUSEJOUR;;;;;;50.0;33.0;;11.0;1.0;2.0;14.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 JACQUES-BEDARD;0.0;0.0
45611;2015;2015 _ 45612;42314;19:00:00-19:59:00;VE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;RENE LEVESQUE OUEST;,Quebec,QC,Canada;RENE LEVESQUE OUEST,Quebec,QC,Canada;;HOLLAND;;;;;;50.0;33.0;;12.0;3.0;2.0;13.0;1.0;11.0;32.0;6.0;3.0;12.0;1;0;0;1 RENE LEVESQUE;0.0;0.0
45657;2015;2015 _ 45658;42318;08:00:00-08:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );325.0;;18E RUE;,Quebec,QC,Canada;18E RUE,Quebec,QC,Canada;;;;;;;E;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;34.0;6.0;3.0;11.0;1;0;0;325 18E RUE;0.0;0.0
45676;2015;2015 _ 45677;42257;08:00:00-08:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;DES QUATRE BOURGEOIS;,Quebec,QC,Canada;DES QUATRE BOURGEOIS,Quebec,QC,Canada;1.0;WOLFE;;;;;;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;1 DES QUATRE BOURGEOIS;0.0;0.0
45680;2015;2015 _ 45681;42319;18:00:00-18:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CH Sainte-Foy;,Quebec,QC,Canada;CH Sainte-Foy,Quebec,QC,Canada;1.0;MYRAND;;;;;;50.0;33.0;;11.0;3.0;3.0;13.0;;11.0;32.0;;3.0;11.0;1;0;0;1 CH Sainte-Foy;0.0;0.0
45681;2015;2015 _ 45682;42319;19:00:00-19:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );2525.0;;CH DE LA CANARDIERE;,Quebec,QC,Canada;CH DE LA CANARDIERE,Quebec,QC,Canada;2.0;FACE;;;;;;50.0;33.0;;11.0;3.0;3.0;13.0;1.0;11.0;34.0;7.0;2.0;12.0;1;0;0;2525 CANARDIERE DE LA CH;0.0;0.0
45683;2015;2015 _ 45684;42319;21:00:00-21:59:00;ME;Grave;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CH Sainte-Foy;,Quebec,QC,Canada;CH Sainte-Foy,Quebec,QC,Canada;1.0;ISIDORE GARON;;;;;;50.0;33.0;;11.0;3.0;2.0;13.0;1.0;14.0;32.0;6.0;2.0;12.0;1;0;0;1 CH Sainte-Foy;0.0;0.0
45742;2015;2015 _ 45743;42324;11:00:00-11:59:00;LU;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );835.0;;BAILLARGE;,Quebec,QC,Canada;BAILLARGE,Quebec,QC,Canada;;;;;;;;50.0;33.0;;11.0;1.0;1.0;13.0;1.0;13.0;34.0;6.0;2.0;12.0;1;0;0;835 BAILLARGE;0.0;0.0
45750;2015;2015 _ 45751;42325;08:00:00-08:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;18E RUE;,Quebec,QC,Canada;18E RUE,Quebec,QC,Canada;1.0;4E AV;;;;;;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;1 18E RUE;0.0;0.0
45782;2015;2015 _ 45783;42327;16:00:00-16:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );1963.0;;FRANK-CARREL;,Quebec,QC,Canada;FRANK-CARREL,Quebec,QC,Canada;2.0;FACE AU PLANET X;;;;;;50.0;33.0;;12.0;3.0;3.0;13.0;1.0;11.0;34.0;6.0;2.0;14.0;1;0;0;1963 FRANK-CARREL;0.0;0.0
45792;2015;2015 _ 45793;42326;08:00:00-08:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;MONSEIGNEUR-GAUTHIER;,Quebec,QC,Canada;MONSEIGNEUR-GAUTHIER,Quebec,QC,Canada;1.0;EUGENE COTE;;;;;O;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;1 MONSEIGNEUR GAUTHIER;0.0;0.0
45794;2015;2015 _ 45795;42328;13:00:00-13:59:00;VE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;76E RUE Est;,Quebec,QC,Canada;76E RUE Est,Quebec,QC,Canada;1.0;1ere avenue;;;;;;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;12.0;32.0;6.0;3.0;11.0;1;0;0;1 76E RUE E;0.0;0.0
45861;2015;2015 _ 45862;42333;17:00:00-17:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CHANOINE-MARTIN;,Quebec,QC,Canada;CHANOINE-MARTIN,Quebec,QC,Canada;1.0;CH Sainte-Foy;;;;;N;50.0;33.0;;11.0;3.0;2.0;14.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 CHANOINE MARTIN;0.0;0.0
45991;2015;2015 _ 45992;42340;16:00:00-16:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );11.0;;COTE DU PALAIS;,Quebec,QC,Canada;COTE DU PALAIS,Quebec,QC,Canada;;;;;;;;50.0;33.0;;12.0;2.0;3.0;13.0;1.0;13.0;32.0;6.0;9.0;12.0;1;0;0;11 CT DU PALAIS;0.0;0.0
46151;2015;2015 _ 46152;42351;11:00:00-11:59:00;DI;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;IMPASSE DES CAGEUX;,Quebec,QC,Canada;IMPASSE DES CAGEUX,Quebec,QC,Canada;2.0;CHAMPLAIN;;;;200.0;E;50.0;33.0;;11.0;1.0;3.0;14.0;1.0;24.0;99.0;3.0;2.0;11.0;1;0;0;1 IMPASSE DES CAGEUX;0.0;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73;
