ID;an;NO_SEQ_COLL;DT_ACCDN;heure_accdn;JR_SEMN_ACCDN;gravite;NB_DECES_PIETON;NB_BLESSES_PIETON;NB_VICTIMES_PIETON;NB_DECES_VELO;NB_BLESSES_VELO;NB_VICTIMES_VELO;CD_MUNCP;REG_ADM;MRC;NO_CIVIQ_ACCDN;SFX_NO_CIVIQ_ACCDN;RUE_ACCDN;VILLE;RUE_VILLE;TP_REPRR_ACCDN;ACCDN_PRES_DE;NO_ROUTE;CD_PNT_CDRNL_ROUTE;BORNE_KM_ACCDN;NB_METRE_DIST_ACCD;CD_PNT_CDRNL_REPRR;VITESSE_AUTOR;CD_GENRE_ACCDN;CD_SIT_PRTCE_ACCDN;CD_ETAT_SURFC;CD_ECLRM;CD_ENVRN_ACCDN;CD_CATEG_ROUTE;CD_ETAT_CHASS;CD_ASPCT_ROUTE;CD_LOCLN_ACCDN;CD_POSI_ACCDN;CD_CONFG_ROUTE;CD_COND_METEO;nb_bicyclette;nb_autres_types;nb_veh_non_precise;address;lat;lon
32956;2015;2015 _ 32957;42127;13:00:00-13:59:00;DI;Leger;0;0;0;0;1;1;23802;Capitale-Nationale(03);Quebec (23 );;;;;;;;;;;;;;31.0;;11.0;1.0;3.0;16.0;1.0;12.0;32.0;;2.0;11.0;1;0;0;;34.220389;70.3800314
40851;2015;2015 _ 40852;42011;15:00:00-15:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;Charest Ouest;,Quebec,QC,Canada;Charest Ouest,Quebec,QC,Canada;1.0;Saint-Vallier;;;;;;50.0;33.0;;16.0;1.0;3.0;13.0;1.0;11.0;32.0;6.0;5.0;17.0;1;0;0;1 Charest Ouest;0.0;0.0
41498;2015;2015 _ 41499;42038;20:00:00-20:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;Bourg-Royal;,Quebec,QC,Canada;Bourg-Royal,Quebec,QC,Canada;1.0;ALEXANDRA;;;;;;50.0;31.0;;12.0;3.0;3.0;13.0;1.0;13.0;32.0;6.0;3.0;11.0;1;0;0;1 Bourg-Royal;46.8836468;-71.2493462
42180;2015;2015 _ 42181;42068;17:00:00-17:59:00;JE;Grave;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );2680.0;;BD DU PARC-TECHNOLOGIQUE;,Quebec,QC,Canada;BD DU PARC-TECHNOLOGIQUE,Quebec,QC,Canada;;;;;;;;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;34.0;6.0;2.0;11.0;1;0;0;2680 BD DU PARC TECHNOLOGIQUE;46.7966526;-71.3131378
42716;2015;2015 _ 42717;42093;19:00:00-19:59:00;LU;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;;,Quebec,QC,Canada;,Quebec,QC,Canada;2.0;1300 4E AV;;;;;N;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;;34.220389;70.3800314
42779;2015;2015 _ 42780;42107;17:00:00-17:59:00;LU;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;COLOMBIER;,Quebec,QC,Canada;COLOMBIER,Quebec,QC,Canada;1.0;SORBIER;;;;;;50.0;33.0;;11.0;1.0;2.0;14.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 COLOMBIER;45.7197279;5.0790516
42800;2015;2015 _ 42801;42108;17:00:00-17:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );2954.0;;HOCHELAGA;,Quebec,QC,Canada;HOCHELAGA,Quebec,QC,Canada;;RTE EGLISE;;;;100.0;O;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;34.0;9.0;3.0;11.0;1;0;0;2954 HOCHELAGA;45.5421326;-73.5476296
42804;2015;2015 _ 42805;42108;20:00:00-20:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;4E AVENUE EST;,Quebec,QC,Canada;4E AVENUE EST,Quebec,QC,Canada;1.0;4E AV E ET 51E RUE E;;;;;;50.0;33.0;;11.0;2.0;2.0;14.0;1.0;11.0;;;2.0;11.0;1;0;0;;34.220389;70.3800314
42845;2015;2015 _ 42846;42110;18:00:00-18:59:00;JE;Grave;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );1950.0;;Jeanne-Mance;,Quebec,QC,Canada;Jeanne-Mance,Quebec,QC,Canada;;;;;;;N;50.0;33.0;;11.0;2.0;2.0;14.0;1.0;11.0;34.0;6.0;2.0;11.0;1;0;0;1950 Jeanne-Mance;45.1342649;-71.8116628
42851;2015;2015 _ 42852;42111;14:00:00-14:59:00;VE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CH Saint-Louis;,Quebec,QC,Canada;CH Saint-Louis,Quebec,QC,Canada;1.0;AV DES GOUVERNEURS;;;;;;50.0;33.0;;11.0;1.0;2.0;14.0;;11.0;32.0;;;11.0;1;0;0;1 CH Saint-Louis;46.756832;-71.2936464
42909;2015;2015 _ 42910;42117;08:00:00-08:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;Saint-Jean;,Quebec,QC,Canada;Saint-Jean,Quebec,QC,Canada;1.0;STE CLAIRE;;;;;;50.0;33.0;;12.0;1.0;3.0;13.0;1.0;11.0;34.0;6.0;1.0;14.0;1;0;0;1 Saint-Jean;48.4117463;7.0363373
42961;2015;2015 _ 42962;42122;13:00:00-13:59:00;MA;Leger;0;0;0;0;1;1;23072;Capitale-Nationale(03);Quebec (23 );;;Lionel-Groulx;,Quebec,QC,Canada;Lionel-Groulx,Quebec,QC,Canada;1.0;PIERRE GEORGES ROY;;;;10.0;S;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;32.0;7.0;2.0;11.0;1;0;0;1 Lionel-Groulx;45.5801205;-73.4472988
43015;2015;2015 _ 43016;42126;14:00:00-14:59:00;SA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;JEAN-DURAND;,Quebec,QC,Canada;JEAN-DURAND,Quebec,QC,Canada;1.0;NEREE TREMBLAY;;;;;E;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;13.0;32.0;6.0;2.0;11.0;1;0;0;1 JEAN-DURAND;43.7671283;2.0956216
43016;2015;2015 _ 43017;42126;13:00:00-13:59:00;SA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;BELVES;,Quebec,QC,Canada;BELVES,Quebec,QC,Canada;1.0;DUBEAU;;;;;;;33.0;;11.0;1.0;1.0;14.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 BELVES;44.74607125;0.975186732678
43025;2015;2015 _ 43026;42127;02:00:00-02:59:00;DI;Grave;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;BD LAURIER;,Quebec,QC,Canada;BD LAURIER,Quebec,QC,Canada;1.0;JEAN DE QUEN;175.0;;;;;50.0;33.0;;11.0;3.0;3.0;12.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;1 BD LAURIER;46.7672202;-71.2882089
43027;2015;2015 _ 43028;42127;13:00:00-13:59:00;DI;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;COTE GIGNAC;,Quebec,QC,Canada;COTE GIGNAC,Quebec,QC,Canada;1.0;NEGABAMAT;;;;;;30.0;33.0;;11.0;1.0;2.0;14.0;1.0;23.0;32.0;6.0;2.0;11.0;1;0;0;1 COTE GIGNAC;43.9193458;5.5270699
43045;2015;2015 _ 43046;42128;16:00:00-16:59:00;LU;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;PERE LELIEVRE;,Quebec,QC,Canada;PERE LELIEVRE,Quebec,QC,Canada;1.0;ST LEANDRE;;;;20.0;E;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;33.0;5.0;3.0;11.0;1;0;0;1 PERE LELIEVRE;48.1199655;-1.2008321
43046;2015;2015 _ 43047;42128;10:00:00-10:59:00;LU;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );1100.0;;LEBOURGNEUF;,Quebec,QC,Canada;LEBOURGNEUF,Quebec,QC,Canada;1.0;LE MESNIL;;;;;;;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;99.0;5.0;3.0;11.0;1;0;0;1100 LEBOURGNEUF;46.837165;-71.2865967
43065;2015;2015 _ 43066;42130;13:00:00-13:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CH CANARDIERE;,Quebec,QC,Canada;CH CANARDIERE,Quebec,QC,Canada;1.0;HENRI BOURASSA;;;;10.0;E;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;33.0;7.0;4.0;11.0;1;0;0;1 CH CANARDIERE;48.5513948;7.7435244
43139;2015;2015 _ 43140;42136;06:00:00-06:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;;,Quebec,QC,Canada;,Quebec,QC,Canada;1.0;AV D'ESTIMAUVILLE ET ANNE MAYRAND;;;;;N;50.0;33.0;;12.0;1.0;3.0;13.0;1.0;14.0;32.0;6.0;2.0;14.0;1;0;0;;34.220389;70.3800314
43155;2015;2015 _ 43156;42137;07:00:00-07:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );15.0;;Saint-Vallier Ouest;,Quebec,QC,Canada;Saint-Vallier Ouest,Quebec,QC,Canada;;;;;;;;;33.0;;11.0;1.0;2.0;14.0;1.0;11.0;34.0;6.0;2.0;12.0;1;0;0;15 Saint-Vallier Ouest;0.0;0.0
43158;2015;2015 _ 43159;42137;08:00:00-08:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;Charest Ouest;,Quebec,QC,Canada;Charest Ouest,Quebec,QC,Canada;1.0;VICTORIA;;;;;;50.0;33.0;;11.0;;2.0;13.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;1 Charest Ouest;0.0;0.0
43186;2015;2015 _ 43187;42138;11:00:00-11:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;EUGENE LAMONTAGNE;,Quebec,QC,Canada;EUGENE LAMONTAGNE,Quebec,QC,Canada;1.0;1ere avenue;138.0;;;;;50.0;33.0;;11.0;1.0;3.0;12.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;1 EUGENE LAMONTAGNE;46.8276618;-71.2443852
43248;2015;2015 _ 43249;42142;18:00:00-18:59:00;LU;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CONCORDE;,Quebec,QC,Canada;CONCORDE,Quebec,QC,Canada;1.0;PEUPLIERS O;;;;;;50.0;53.0;;11.0;1.0;2.0;14.0;1.0;11.0;32.0;7.0;2.0;11.0;1;0;0;1 CONCORDE;51.9061741;5.33774
43279;2015;2015 _ 43280;42144;15:00:00-15:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );1620.0;;BD DE L'entente;,Quebec,QC,Canada;BD DE L'entente,Quebec,QC,Canada;;;;;;;;50.0;33.0;;11.0;1.0;1.0;21.0;1.0;11.0;99.0;6.0;2.0;11.0;1;0;0;1620 BD DE L'entente;0.0;0.0
43336;2015;2015 _ 43337;42147;11:00:00-11:59:00;SA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;BD CHAMPLAIN;,Quebec,QC,Canada;BD CHAMPLAIN,Quebec,QC,Canada;1.0;ANSE VICTORIA;;;;400.0;O;60.0;33.0;;11.0;1.0;2.0;13.0;2.0;11.0;34.0;6.0;2.0;11.0;1;0;0;1 BD CHAMPLAIN;0.0;0.0
43343;2015;2015 _ 43344;42147;17:00:00-17:59:00;SA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;SAINT-LEON;,Quebec,QC,Canada;SAINT-LEON,Quebec,QC,Canada;1.0;ST LEON ET ST AMBROISE;;;;;;50.0;33.0;;11.0;1.0;7.0;14.0;1.0;13.0;32.0;6.0;2.0;11.0;1;0;0;;0.0;0.0
43351;2015;2015 _ 43352;42148;16:00:00-16:59:00;DI;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );2424.0;;PONCELET;,Quebec,QC,Canada;PONCELET,Quebec,QC,Canada;1.0;ST NARCISSE;;;;;E;50.0;33.0;;11.0;1.0;2.0;14.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;2424 PONCELET;0.0;0.0
43379;2015;2015 _ 43380;42150;18:00:00-18:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CH Sainte-Foy;,Quebec,QC,Canada;CH Sainte-Foy,Quebec,QC,Canada;1.0;LAURENTIENNE;;;;;;;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;34.0;6.0;2.0;11.0;1;0;0;1 CH Sainte-Foy;0.0;0.0
43414;2015;2015 _ 43415;42152;20:00:00-20:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;PIERRE BERTRAND;,Quebec,QC,Canada;PIERRE BERTRAND,Quebec,QC,Canada;1.0;PIERRE BERTRAND ET SAMSON;;;;;N;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;32.0;6.0;3.0;11.0;1;0;0;;0.0;0.0
43437;2015;2015 _ 43438;42154;13:00:00-13:59:00;SA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;PERE-MARQUETTE;,Quebec,QC,Canada;PERE-MARQUETTE,Quebec,QC,Canada;1.0;BRAVES;;;;;;50.0;33.0;;11.0;1.0;2.0;14.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 PERE MARQUETTE;0.0;0.0
43439;2015;2015 _ 43440;42155;11:00:00-11:59:00;DI;Grave;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;BD WILFRID-HAMEL;,Quebec,QC,Canada;BD WILFRID-HAMEL,Quebec,QC,Canada;1.0;BOURDAGE ET HAMEL;;;;;;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;32.0;2.0;3.0;11.0;1;0;0;1 BD WILFRID-HAMEL;0.0;0.0
43461;2015;2015 _ 43462;42157;07:00:00-07:59:00;MA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;4E AVENUE EST;,Quebec,QC,Canada;4E AVENUE EST,Quebec,QC,Canada;1.0;4E AV E ET SAPINIERE DORION;;;;;N;50.0;33.0;;12.0;2.0;2.0;13.0;1.0;11.0;32.0;6.0;3.0;14.0;1;0;0;;0.0;0.0
43500;2015;2015 _ 43501;42159;15:00:00-15:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;Saint-Louis;,Quebec,QC,Canada;Saint-Louis,Quebec,QC,Canada;1.0;DU VERGER;;;;;;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 Saint-Louis;0.0;0.0
43508;2015;2015 _ 43509;42160;07:00:00-07:59:00;VE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;HOTELS ET Saint-Louis;,Quebec,QC,Canada;HOTELS ET Saint-Louis,Quebec,QC,Canada;;;;;;;;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;13.0;32.0;6.0;2.0;11.0;1;0;0;1 HOTELS ET Saint-Louis;0.0;0.0
43509;2015;2015 _ 43510;42160;08:00:00-08:59:00;VE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;AV DE LA MEDECINE;,Quebec,QC,Canada;AV DE LA MEDECINE,Quebec,QC,Canada;;AL DE L UNIVERSITE;;;;;;50.0;33.0;;12.0;1.0;1.0;13.0;1.0;11.0;32.0;6.0;2.0;14.0;1;0;0;1 AV DE LA MEDECINE;0.0;0.0
43516;2015;2015 _ 43517;42160;16:00:00-16:59:00;VE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;PLANTE;,Quebec,QC,Canada;PLANTE,Quebec,QC,Canada;1.0;LAPERRIERE;;;;;;10.0;33.0;;11.0;1.0;2.0;14.0;1.0;13.0;32.0;6.0;2.0;14.0;1;0;0;1 PLANTE;0.0;0.0
43531;2015;2015 _ 43532;42161;14:00:00-14:59:00;SA;Grave;0;0;0;0;1;1;23072;Capitale-Nationale(03);Quebec (23 );4709.0;;ST-FÄLIX;,Quebec,QC,Canada;ST-FÄLIX,Quebec,QC,Canada;;;;;;;;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;13.0;34.0;5.0;2.0;11.0;1;0;0;4709 ST FELIX;0.0;0.0
43539;2015;2015 _ 43540;42162;15:00:00-15:59:00;DI;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;3E AV O;,Quebec,QC,Canada;3E AV O,Quebec,QC,Canada;1.0;66E RUE O;;;;;E;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;13.0;33.0;6.0;3.0;12.0;1;0;0;1 3E AV O;0.0;0.0
43578;2015;2015 _ 43579;42165;22:00:00-22:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );11.0;;COTE DU PALAIS;,Quebec,QC,Canada;COTE DU PALAIS,Quebec,QC,Canada;;;;;;;;50.0;33.0;;11.0;3.0;3.0;13.0;1.0;23.0;33.0;6.0;2.0;12.0;1;0;0;11 COTE DU PALAIS;0.0;0.0
43582;2015;2015 _ 43583;42166;07:00:00-07:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );9210.0;;BD l'ormiere;,Quebec,QC,Canada;BD l'ormiere,Quebec,QC,Canada;;;;;;;S;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;34.0;10.0;3.0;12.0;1;0;0;9210 BD l'ormiere;0.0;0.0
43594;2015;2015 _ 43595;42166;17:00:00-17:59:00;JE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CHAMPLAIN;,Quebec,QC,Canada;CHAMPLAIN,Quebec,QC,Canada;1.0;DES SAPEURS;;;;;;50.0;33.0;;12.0;1.0;2.0;14.0;1.0;11.0;32.0;6.0;1.0;14.0;1;0;0;1 CHAMPLAIN;0.0;0.0
43602;2015;2015 _ 43603;42167;15:00:00-15:59:00;VE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );3349.0;;WILFRID-HAMEL;,Quebec,QC,Canada;WILFRID-HAMEL,Quebec,QC,Canada;1.0;FOUCAULT;;;;250.0;E;70.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;34.0;6.0;3.0;12.0;1;0;0;3349 WILFRID-HAMEL;0.0;0.0
43606;2015;2015 _ 43607;42167;17:00:00-17:59:00;VE;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;AV PLANTE;,Quebec,QC,Canada;AV PLANTE,Quebec,QC,Canada;1.0;LAPERRIERE;;;;;;50.0;33.0;;11.0;1.0;2.0;14.0;1.0;11.0;32.0;2.0;2.0;12.0;1;0;0;1 AV PLANTE;0.0;0.0
43624;2015;2015 _ 43625;42168;17:00:00-17:59:00;SA;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );7900.0;;HENRI BOURASSA;,Quebec,QC,Canada;HENRI BOURASSA,Quebec,QC,Canada;;;;;;;;50.0;33.0;;11.0;;3.0;13.0;;13.0;33.0;9.0;;11.0;1;0;0;7900 HENRI BOURASSA;0.0;0.0
43631;2015;2015 _ 43632;42169;15:00:00-15:59:00;DI;Leger;0;0;0;0;1;1;23072;Capitale-Nationale(03);Quebec (23 );3525.0;;L'HETRIERE;,Quebec,QC,Canada;L'HETRIERE,Quebec,QC,Canada;;;;;;;;;33.0;;11.0;1.0;3.0;29.0;;11.0;;;;11.0;1;0;0;3525 L'HETRIERE;0.0;0.0
43632;2015;2015 _ 43633;42170;16:00:00-16:59:00;LU;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;CH Saint-Louis;,Quebec,QC,Canada;CH Saint-Louis,Quebec,QC,Canada;1.0;COTE ROSS;;;;;;50.0;33.0;;11.0;1.0;2.0;13.0;1.0;11.0;32.0;6.0;2.0;11.0;1;0;0;1 CH Saint-Louis;0.0;0.0
43646;2015;2015 _ 43647;42170;19:00:00-19:59:00;LU;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );;;JEAN TALON;,Quebec,QC,Canada;JEAN TALON,Quebec,QC,Canada;1.0;HENRI BOURASSA;;;;;;50.0;33.0;;11.0;1.0;3.0;13.0;1.0;11.0;33.0;6.0;3.0;12.0;1;0;0;1 JEAN TALON;0.0;0.0
43664;2015;2015 _ 43665;42172;12:00:00-12:59:00;ME;Leger;0;0;0;0;1;1;23027;Capitale-Nationale(03);Quebec (23 );1460.0;;1ere avenue;,Quebec,QC,Canada;1ere avenue,Quebec,QC,Canada;2.0;A L OPP;;;;;;50.0;33.0;;11.0;1.0;3.0;14.0;1.0;13.0;34.0;7.0;2.0;11.0;1;0;0;1460 1ere avenue;0.0;0.0
